claim_id,evidence_bundle_id,dataset_partition,scenario_family,intended_disposition,expected_primary_rule,anticipated_manual_review_reason,generation_notes
CLM-000170,EBND-000170,DEVELOPMENT,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000171,EBND-000171,DEVELOPMENT,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000172,EBND-000172,DEVELOPMENT,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000173,EBND-000173,DEVELOPMENT,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000174,EBND-000174,HELD_OUT_EVALUATION,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000175,EBND-000175,HELD_OUT_EVALUATION,customer_policy_identifier_conflict,MANUAL_REVIEW,DATA-002,DATA_CONFLICT,Provided customer ID belongs to a different policy than the provided policy/device.
CLM-000176,EBND-000176,DEVELOPMENT,suspected_exclusion_unverified,MANUAL_REVIEW,EXC-002,POLICY_EXCEPTION,Narrative raises a possible intentional-damage exclusion but does not establish it conclusively.
CLM-000177,EBND-000177,DEVELOPMENT,suspected_exclusion_unverified,MANUAL_REVIEW,EXC-002,POLICY_EXCEPTION,Narrative raises a possible intentional-damage exclusion but does not establish it conclusively.
CLM-000178,EBND-000178,DEVELOPMENT,suspected_exclusion_unverified,MANUAL_REVIEW,EXC-002,POLICY_EXCEPTION,Narrative raises a possible intentional-damage exclusion but does not establish it conclusively.
CLM-000179,EBND-000179,HELD_OUT_EVALUATION,suspected_exclusion_unverified,MANUAL_REVIEW,EXC-002,POLICY_EXCEPTION,Narrative raises a possible intentional-damage exclusion but does not establish it conclusively.
CLM-000180,EBND-000180,DEVELOPMENT,potential_duplicate_or_repeat_pattern,MANUAL_REVIEW,ANM-001,POTENTIAL_DUPLICATE,A prior historical claim contains a potentially related event; exact comparison/risk signal is supplied by Item #10.
CLM-000181,EBND-000181,DEVELOPMENT,potential_duplicate_or_repeat_pattern,MANUAL_REVIEW,ANM-001,POTENTIAL_DUPLICATE,A prior case record contains a potentially related event; exact comparison/risk signal is supplied by Item #10.
CLM-000182,EBND-000182,HELD_OUT_EVALUATION,potential_duplicate_or_repeat_pattern,MANUAL_REVIEW,ANM-001,POTENTIAL_DUPLICATE,A prior historical claim contains a potentially related event; exact comparison/risk signal is supplied by Item #10.
CLM-000183,EBND-000183,DEVELOPMENT,high_cost_repair_exception,MANUAL_REVIEW,ANM-001,HIGH_COST_EXCEPTION,Repair-cost anomaly is supplied through Item #7 evidence metadata and Item #10 risk indicators.
CLM-000184,EBND-000184,DEVELOPMENT,high_cost_repair_exception,MANUAL_REVIEW,ANM-001,HIGH_COST_EXCEPTION,Repair-cost anomaly is supplied through Item #7 evidence metadata and Item #10 risk indicators.
CLM-000185,EBND-000185,HELD_OUT_EVALUATION,high_cost_repair_exception,MANUAL_REVIEW,ANM-001,HIGH_COST_EXCEPTION,Repair-cost anomaly is supplied through Item #7 evidence metadata and Item #10 risk indicators.
CLM-000186,EBND-000186,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000187,EBND-000187,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000188,EBND-000188,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000189,EBND-000189,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000190,EBND-000190,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000191,EBND-000191,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000192,EBND-000192,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000193,EBND-000193,DEVELOPMENT,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000194,EBND-000194,HELD_OUT_EVALUATION,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000195,EBND-000195,HELD_OUT_EVALUATION,plan_does_not_cover_claim_category,NOT_ELIGIBLE,COV-001,,Claim category is explicitly not covered by the enrolled plan.
CLM-000196,EBND-000196,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is EXPIRED; incident date is outside active coverage.
CLM-000197,EBND-000197,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is CANCELLED; incident date is outside active coverage.
CLM-000198,EBND-000198,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is EXPIRED; incident date is outside active coverage.
CLM-000199,EBND-000199,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is EXPIRED; incident date is outside active coverage.
CLM-000200,EBND-000200,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is SUSPENDED; incident date is outside active coverage.
CLM-000201,EBND-000201,DEVELOPMENT,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is SUSPENDED; incident date is outside active coverage.
CLM-000202,EBND-000202,HELD_OUT_EVALUATION,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is SUSPENDED; incident date is outside active coverage.
CLM-000203,EBND-000203,HELD_OUT_EVALUATION,incident_outside_coverage_window,NOT_ELIGIBLE,ELG-002,,Policy status is EXPIRED; incident date is outside active coverage.
CLM-000204,EBND-000204,DEVELOPMENT,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (2) meets plan annual limit (2).
CLM-000205,EBND-000205,DEVELOPMENT,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (1) meets plan annual limit (1).
CLM-000206,EBND-000206,DEVELOPMENT,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (2) meets plan annual limit (2).
CLM-000207,EBND-000207,DEVELOPMENT,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (1) meets plan annual limit (1).
CLM-000208,EBND-000208,DEVELOPMENT,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (2) meets plan annual limit (2).
CLM-000209,EBND-000209,HELD_OUT_EVALUATION,annual_claim_limit_exhausted,NOT_ELIGIBLE,LIM-001,,Historical consumed count (1) meets plan annual limit (1).
CLM-000210,EBND-000210,DEVELOPMENT,theft_claim_limit_exhausted,NOT_ELIGIBLE,LIM-002,,Historical theft count (1) meets Premium plan theft limit (1).
CLM-000211,EBND-000211,DEVELOPMENT,theft_claim_limit_exhausted,NOT_ELIGIBLE,LIM-002,,Historical theft count (1) meets Premium plan theft limit (1).
CLM-000212,EBND-000212,HELD_OUT_EVALUATION,theft_claim_limit_exhausted,NOT_ELIGIBLE,LIM-002,,Historical theft count (1) meets Premium plan theft limit (1); claim incident is after the prior theft but before policy cancellation.
CLM-000213,EBND-000213,DEVELOPMENT,global_loss_exclusion,NOT_ELIGIBLE,EXC-001,,Loss is excluded across all DeviceProtect plans.
CLM-000214,EBND-000214,DEVELOPMENT,global_loss_exclusion,NOT_ELIGIBLE,EXC-001,,Loss is excluded across all DeviceProtect plans.
CLM-000215,EBND-000215,DEVELOPMENT,global_loss_exclusion,NOT_ELIGIBLE,EXC-001,,Loss is excluded across all DeviceProtect plans.
CLM-000216,EBND-000216,DEVELOPMENT,global_loss_exclusion,NOT_ELIGIBLE,EXC-001,,Loss is excluded across all DeviceProtect plans.
CLM-000217,EBND-000217,HELD_OUT_EVALUATION,global_loss_exclusion,NOT_ELIGIBLE,EXC-001,,Loss is excluded across all DeviceProtect plans.
CLM-000218,EBND-000218,DEVELOPMENT,verified_intentional_damage_exclusion,NOT_ELIGIBLE,EXC-001,,Narrative explicitly establishes intentional damage.
CLM-000219,EBND-000219,HELD_OUT_EVALUATION,verified_intentional_damage_exclusion,NOT_ELIGIBLE,EXC-001,,Narrative explicitly establishes intentional damage.
CLM-000220,EBND-000220,HELD_OUT_EVALUATION,verified_intentional_damage_exclusion,NOT_ELIGIBLE,EXC-001,,Narrative explicitly establishes intentional damage.
