claim_id,workflow_status,gold_disposition,predicted_disposition,disposition_match,gold_primary_rule_id,gold_acceptable_primary_rule_ids,predicted_triggering_rule_id,primary_rule_exact_match,primary_rule_acceptable_match,deterministic_outcome,final_matches_deterministic_outcome,deterministic_rule,final_matches_deterministic_rule,authority_guardrail_status,content_safety_status,content_safety_fallback_used,gold_follow_up_question_ids,predicted_follow_up_question_ids,follow_up_exact_match,predicted_follow_up_required,predicted_follow_up_selection_status,decision_support_only,workflow_trace
CLM-000109,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000110,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000111,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000112,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000113,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000114,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,DEV-001,['DEV-001'],DEV-001,True,True,INFO_REQUIRED,True,DEV-001,True,ALIGNED,SAFE,False,['FUP-003'],['FUP-003'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000117,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-009'],['FUP-009'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000118,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-012'],['FUP-011'],False,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000119,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-009'],['FUP-009'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000120,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-006'],['FUP-006'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000121,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-005'],['FUP-005'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000122,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-011'],['FUP-011'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000123,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-005'],['FUP-005'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000124,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-011'],['FUP-011'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000125,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-008'],['FUP-008'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000126,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-010'],['FUP-010'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000127,COMPLETED,INFO_REQUIRED,INFO_REQUIRED,True,EVD-001,['EVD-001'],EVD-001,True,True,INFO_REQUIRED,True,EVD-001,True,ALIGNED,SAFE,False,['FUP-007'],['FUP-007'],True,True,QUESTIONS_SELECTED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000131,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000132,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000133,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000134,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000135,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000136,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000137,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000138,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000139,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000140,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DEV-002,['DEV-002'],DEV-002,True,True,MANUAL_REVIEW,True,DEV-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000144,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000145,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000146,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000147,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000148,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000149,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000150,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000151,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000154,COMPLETED,MANUAL_REVIEW,NOT_ELIGIBLE,False,EVD-002,['EVD-002'],COV-001,False,False,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000155,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000156,COMPLETED,MANUAL_REVIEW,NOT_ELIGIBLE,False,EVD-002,['EVD-002'],COV-001,False,False,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000157,COMPLETED,MANUAL_REVIEW,NOT_ELIGIBLE,False,EVD-002,['EVD-002'],COV-001,False,False,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000158,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000159,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,EVD-002,['EVD-002'],EVD-002,True,True,MANUAL_REVIEW,True,EVD-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000162,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000163,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000164,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000165,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000166,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000167,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,DATA-002,['DATA-002'],DATA-002,True,True,MANUAL_REVIEW,True,DATA-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000170,COMPLETED,MANUAL_REVIEW,PROCEED,False,DATA-002,['DATA-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000171,COMPLETED,MANUAL_REVIEW,PROCEED,False,DATA-002,['DATA-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000172,COMPLETED,MANUAL_REVIEW,PROCEED,False,DATA-002,['DATA-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000173,COMPLETED,MANUAL_REVIEW,PROCEED,False,DATA-002,['DATA-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000176,COMPLETED,MANUAL_REVIEW,PROCEED,False,EXC-002,['EXC-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000177,COMPLETED,MANUAL_REVIEW,PROCEED,False,EXC-002,['EXC-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000178,COMPLETED,MANUAL_REVIEW,PROCEED,False,EXC-002,['EXC-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000180,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,ANM-001,['ANM-001'],ANM-001,True,True,MANUAL_REVIEW,True,ANM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000181,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,ANM-001,['ANM-001'],ANM-001,True,True,MANUAL_REVIEW,True,ANM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000183,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,ANM-001,['ANM-001'],ANM-001,True,True,MANUAL_REVIEW,True,ANM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000184,COMPLETED,MANUAL_REVIEW,MANUAL_REVIEW,True,ANM-001,['ANM-001'],ANM-001,True,True,MANUAL_REVIEW,True,ANM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000186,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001', 'LIM-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000187,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000188,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000189,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000190,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['COV-001', 'LIM-002']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000191,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['COV-001', 'LIM-002']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000192,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000193,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,COV-001,"['EXC-001', 'COV-001']",COV-001,True,True,NOT_ELIGIBLE,True,COV-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000196,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,ELG-002,['ELG-002'],ELG-002,True,True,NOT_ELIGIBLE,True,ELG-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000197,COMPLETED,NOT_ELIGIBLE,PROCEED,False,ELG-002,['ELG-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000198,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,ELG-002,['ELG-002'],ELG-002,True,True,NOT_ELIGIBLE,True,ELG-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000199,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,ELG-002,"['ELG-002', 'LIM-001']",ELG-002,True,True,NOT_ELIGIBLE,True,ELG-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000200,COMPLETED,NOT_ELIGIBLE,PROCEED,False,ELG-002,['ELG-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000201,COMPLETED,NOT_ELIGIBLE,PROCEED,False,ELG-002,['ELG-002'],OUT-001,False,False,PROCEED,True,OUT-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000204,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-001,['LIM-001'],LIM-001,True,True,NOT_ELIGIBLE,True,LIM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000205,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-001,['LIM-001'],LIM-001,True,True,NOT_ELIGIBLE,True,LIM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000206,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-001,['LIM-001'],LIM-001,True,True,NOT_ELIGIBLE,True,LIM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000207,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-001,['LIM-001'],LIM-001,True,True,NOT_ELIGIBLE,True,LIM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000208,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-001,['LIM-001'],LIM-001,True,True,NOT_ELIGIBLE,True,LIM-001,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
CLM-000210,COMPLETED,NOT_ELIGIBLE,NOT_ELIGIBLE,True,LIM-002,['LIM-002'],LIM-002,True,True,NOT_ELIGIBLE,True,LIM-002,True,ALIGNED,SAFE,False,[],[],True,False,NOT_REQUIRED,True,deterministic_triage -> controlled_follow_up_selection -> explanation_proposal -> agent_content_safety_guardrail -> response_guardrail
